ID,Airport,Airline,Age,Gender,Nationality,TripPurpose,TripDuration,FlyingCompanion,ProvinceResidence,GroupTravel,NoTripsLastYear,FrequentFlightDestination1,FrequentFlightDestination2,FrequentFlightDestination3,FrequentFlightDestination4,FrequentFlightDestination5,FrequentFlightDestination6,FrequentFlightDestination7,Destination,TotalDepartureHr,DepartureTime,SeatClass,Airfare,NoTransport,ModeTransport,AccessCost,AccessTime,Occupation,MileageAirline,FrequentDestination1,FrequentDestination2,FrequentDestination3,FrequentDestination4,FrequentDestination5,FrequentDestination6,FrequentDestination7,MileageAirline1,MileageAirline2,MileageAirline3,MileageAirline4,MileageAirline5,Income
144,1,3,32,1,1,1,5,1,5,2,1,0,0,0,0,1,0,0,3,20.67,3,1,64,1,8,8000,40,4,5,0,0,0,0,1,0,0,0,0,0,0,1,1
145,1,3,33,1,1,1,7,1,2,2,2,1,0,0,0,0,0,0,3,19.58,3,1,30,1,8,8000,39,2,4,1,0,0,0,0,0,0,0,0,0,1,0,3
146,1,2,36,1,4,2,180,1,5,2,2,1,0,0,0,0,0,0,3,19.25,3,1,29.12,2,2,27920,311,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
147,1,3,33,1,4,1,5,2,1,2,3,1,0,0,0,0,0,0,3,21.67,4,1,50,1,6,15000,60,2,1,1,0,0,0,0,0,0,1,0,0,0,0,3
148,1,4,30,1,4,1,5,2,1,1,1,1,0,0,0,0,0,0,3,21.58,4,1,30,2,1,7000,40,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
149,1,4,29,1,4,1,6,2,2,2,1,1,0,0,0,0,0,0,3,21.5,4,1,30,1,6,2300,30,5,4,1,0,0,0,0,0,0,0,0,0,1,0,5
150,1,2,22,1,4,3,150,0,4,2,0,1,0,0,0,0,0,0,3,21,4,1,50,1,4,10600,155,8,5,1,0,0,0,0,0,0,0,0,0,0,1,8
151,1,1,44,1,1,2,3,0,5,2,2,1,0,0,0,0,0,0,3,17.36,3,1,89,2,8,50000,390,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
152,1,1,54,1,1,1,5,2,4,2,0,0,0,0,0,0,0,1,1,21,4,1,49.83,1,7,6800,65,12,5,0,0,0,0,0,0,1,0,0,0,0,1,8
153,1,2,40,2,1,1,5,2,1,2,0,1,0,0,0,0,0,0,3,19.83,3,1,29.12,2,5,1050,25,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
154,1,2,42,1,1,1,5,2,1,2,1,1,0,0,0,0,0,0,3,19.83,3,1,29.12,1,7,6900,40,12,5,1,0,0,0,0,0,0,0,0,0,0,1,2
155,1,4,44,1,5,1,10,1,8,2,2,0,0,0,1,0,0,0,4,16.83,2,2,50,1,8,8400,180,1,1,0,0,0,1,0,0,0,1,0,0,0,0,6
156,1,1,31,2,1,2,5,1,1,2,5,0,0,0,0,1,0,0,3,17.33,2,1,60,1,7,8000,56,2,5,0,0,0,0,1,0,0,0,0,0,0,1,4
157,1,1,21,1,1,1,9,0,1,2,2,1,0,0,0,0,0,0,3,17.33,2,1,60,1,7,6595,56,8,5,1,0,0,0,0,0,0,0,0,0,0,1,8
158,1,4,44,1,4,1,4,4,5,1,2,1,0,0,0,0,0,0,3,18,3,1,50,1,8,56000,311,3,5,1,0,0,0,0,0,0,0,0,0,0,1,3
159,1,3,24,2,1,1,5,2,5,1,1,1,0,0,0,0,0,0,3,20.08,3,1,44.57,2,8,38000,120,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2
160,1,2,52,2,1,1,5,4,1,1,2,1,0,0,0,0,0,0,3,17,2,1,70,1,2,9000,15,8,5,1,0,0,0,0,0,0,0,0,0,0,1,8
161,1,3,71,2,5,1,7,3,1,2,2,0,0,0,0,1,0,0,3,8.08,3,1,50,2,1,6595,56,12,5,0,0,0,0,1,0,0,0,0,0,0,1,8
162,1,2,54,2,1,4,3,0,8,2,4,0,0,1,0,0,0,0,2,6.83,3,1,50,1,2,8400,180,9,2,0,0,1,0,0,0,0,0,1,0,0,0,7
163,1,2,37,2,4,2,5,2,1,2,3,1,0,0,0,0,0,0,3,20.33,3,1,76,1,6,24000,90,2,1,1,0,0,0,0,0,0,1,0,0,0,0,6
164,1,2,37,1,1,2,60,1,3,2,10,0,1,0,0,0,0,0,1,20,3,1,30,2,3,1050,30,12,5,0,1,0,0,0,0,0,0,0,0,0,1,8
165,1,2,41,2,1,1,6,2,1,2,0,1,0,0,0,0,0,0,3,7.92,3,1,36,1,2,2500,10,7,5,1,0,0,0,0,0,0,0,0,0,0,1,2
166,1,3,27,1,1,1,6,1,1,2,1,1,0,0,0,0,0,0,3,19.33,3,1,40,1,6,11000,20,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2
167,1,3,28,2,1,1,5,1,1,2,3,0,0,0,1,0,0,0,3,19.58,3,1,31,2,3,1050,15,12,5,0,0,0,1,0,0,0,0,0,0,0,1,8
168,1,3,29,2,4,1,5,2,1,2,3,1,0,0,0,0,0,0,3,19.58,3,1,31,1,2,4300,15,2,1,1,0,0,0,0,0,0,1,0,0,0,0,6
169,1,1,56,2,3,1,8,2,8,2,1,0,0,1,0,0,0,0,2,17.67,2,2,260,2,1,8400,180,12,5,0,0,1,0,0,0,0,0,0,0,0,1,4
170,1,2,59,2,1,1,30,1,1,2,3,1,0,0,0,0,0,0,3,19.17,3,1,50,2,2,10000,56,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
171,1,1,30,2,1,1,6,3,1,2,2,1,0,1,0,0,0,0,3,17.67,2,1,50,1,6,15000,56,2,1,1,0,1,0,0,0,0,1,0,0,0,0,5
172,1,1,28,2,4,1,6,2,5,2,1,1,0,0,0,0,0,0,3,8.58,3,1,45,2,8,24000,110,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
173,1,1,21,2,1,3,10,0,8,2,3,0,1,0,0,0,0,0,1,19.25,3,1,45,1,2,14000,35,8,1,0,1,0,0,0,0,0,1,0,0,0,0,6
174,1,3,29,2,1,1,7,1,1,2,2,0,0,0,0,0,1,0,3,19.58,3,1,56,2,2,2700,5,12,5,0,0,0,0,0,1,0,0,0,0,0,1,8
175,1,1,26,1,1,1,5,2,1,2,2,0,1,0,0,0,0,0,1,16.55,2,1,28,2,1,6595,20,12,5,0,1,0,0,0,0,0,0,0,0,0,1,8
176,1,1,25,2,1,1,60,2,1,2,2,1,0,0,0,0,0,0,3,8.17,2,1,60.79,2,2,5000,15,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
177,1,4,37,2,1,1,10,1,1,2,3,0,0,0,0,1,0,0,3,20.75,3,1,53,2,5,1200,30,12,5,0,0,0,0,1,0,0,0,0,0,0,1,8
178,1,3,33,1,1,1,7,2,3,2,0,0,0,1,0,0,0,0,3,19.58,3,1,56,2,3,2000,60,12,5,0,0,1,0,0,0,0,0,0,0,0,1,8
180,1,3,35,2,1,1,5,2,1,2,1,1,0,0,0,0,0,0,3,21.92,4,1,58,2,1,6595,56,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
181,1,2,45,1,1,2,5,0,1,2,7,1,0,0,0,0,0,0,3,21.33,4,2,29.12,1,6,15000,70,1,5,1,0,0,0,0,0,0,0,0,0,0,1,6
182,1,4,41,1,1,1,10,0,1,2,3,0,0,0,0,1,0,0,3,20.75,3,1,53,2,5,1200,30,12,5,0,0,0,0,1,0,0,0,0,0,0,1,8
183,1,1,47,1,1,1,16,0,1,2,3,1,0,0,0,0,0,0,3,17.83,2,1,69,1,2,4000,10,7,1,1,0,0,0,0,0,0,1,0,0,0,0,4
184,1,1,55,2,1,1,5,2,3,2,2,0,1,0,0,0,0,0,1,16.55,2,1,28,2,3,2000,30,12,5,0,1,0,0,0,0,0,0,0,0,0,1,8
185,1,1,59,2,1,1,60,2,1,2,0,1,0,0,0,0,0,0,3,20.17,3,1,60.79,2,2,5000,15,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
186,1,1,54,1,1,2,60,0,1,2,1,1,0,0,0,0,0,0,3,18.08,3,1,82,1,2,4000,20,2,1,1,0,0,0,0,0,0,1,0,0,0,0,4
187,1,3,63,2,1,1,5,2,1,2,1,1,0,0,0,0,0,0,3,21.92,4,1,58,2,1,6595,56,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
189,1,3,80,2,1,1,7,3,1,2,0,1,0,0,0,0,0,0,3,20.08,3,1,50,2,1,6595,56,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
190,1,2,35,1,1,1,12,1,1,2,5,1,0,0,0,0,0,0,3,16.17,2,1,30,1,5,2000,30,2,2,1,0,0,0,0,0,0,0,1,0,0,0,4
191,1,1,50,1,1,1,5,6,1,1,3,1,0,0,0,0,0,0,3,20.33,3,2,50,1,5,6595,56,5,1,1,0,0,0,0,0,0,1,0,0,0,0,6
192,1,2,62,1,1,1,7,1,2,2,0,0,1,0,0,0,0,0,1,20,3,1,48.34,1,1,3175,39,2,5,0,1,0,0,0,0,0,0,0,0,0,1,5
193,1,2,19,1,1,1,6,8,2,1,0,1,0,0,0,0,0,0,1,20,3,1,78,1,1,3175,60,8,4,1,0,0,0,0,0,0,0,0,0,1,0,3
194,1,1,43,1,4,1,7,2,3,2,1,1,0,0,0,0,0,0,3,17.67,2,1,70,2,2,10000,20,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
195,1,4,30,1,1,1,7,1,1,2,2,1,0,0,0,0,0,0,1,20.5,3,1,50,2,5,1000,56,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
196,1,2,55,2,1,1,6,1,5,1,2,0,1,0,0,0,0,0,1,8.5,3,2,66,2,8,50000,311,12,5,0,1,0,0,0,0,0,0,0,0,0,1,8
197,1,1,35,1,1,1,5,2,5,2,1,1,0,0,0,0,0,0,3,20.58,3,1,45,2,8,24000,65,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
198,1,4,30,2,1,1,7,2,8,2,7,1,0,0,0,0,0,0,1,20.5,3,2,50,1,5,8400,180,2,4,1,0,0,0,0,0,0,0,0,0,1,0,3
200,1,4,42,1,1,1,3,3,1,2,2,0,0,0,0,1,0,0,2,17.75,2,1,20,1,1,6595,56,2,5,0,0,0,0,1,0,0,0,0,0,0,1,5
201,1,1,67,2,1,1,6,1,5,2,1,0,0,1,0,0,0,0,3,5.67,2,1,60.79,1,8,50000,180,7,4,0,0,1,0,0,0,0,0,0,0,1,0,2
202,1,2,45,1,1,2,90,1,5,2,4,1,0,0,0,0,0,0,1,17,2,1,45,2,1,10000,60,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
203,1,4,27,2,1,1,15,1,8,2,3,1,0,0,0,0,0,0,3,6.08,2,1,50,2,2,8000,30,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
204,1,1,35,1,5,1,4,0,1,2,6,0,0,0,0,0,1,0,3,18.67,3,1,50,1,2,5900,10,4,2,0,0,0,0,0,1,0,0,1,0,0,0,4
205,1,4,21,2,4,1,6,0,1,2,0,0,1,0,0,0,0,0,3,11.75,4,1,27,2,3,1100,25,12,5,0,1,0,0,0,0,0,0,0,0,0,1,8
206,1,1,23,2,4,4,100,1,1,2,2,1,0,0,0,0,0,0,3,20.58,3,1,56,1,6,16000,60,8,4,1,0,0,0,0,0,0,0,0,0,1,0,5
207,1,3,29,1,1,2,5,3,1,2,2,0,0,0,0,0,1,0,3,17.36,1,1,40,1,2,6000,20,2,5,0,0,0,0,0,1,0,0,0,0,0,1,4
208,1,4,43,2,1,1,20,2,3,1,3,1,0,0,0,0,0,0,1,18.17,3,1,35,2,4,12642,60,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
209,1,4,52,2,1,1,6,12,3,1,1,1,0,0,0,0,0,0,3,9.33,1,3,40.4,2,2,8500,30,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
210,1,3,43,2,1,1,5,3,3,2,1,1,0,1,0,0,0,0,2,15.5,2,1,11,1,1,30000,90,7,1,1,0,1,0,0,0,0,1,0,0,0,0,4
211,1,1,51,1,1,1,4,11,3,1,1,1,0,0,0,0,0,0,3,17.67,2,1,60.79,1,1,12642,76,12,1,1,0,0,0,0,0,0,1,0,0,0,0,8
213,1,1,22,2,1,1,10,0,1,2,1,0,0,0,0,0,1,0,1,16.36,2,1,57,1,5,4500,80,3,4,0,0,0,0,0,1,0,0,0,0,1,0,3
215,1,4,30,2,1,1,15,3,3,2,2,1,0,0,0,0,0,0,3,17.36,1,1,40.4,1,5,12642,76,2,5,1,0,0,0,0,0,0,0,0,0,0,1,2
216,1,2,23,2,1,1,37,10,1,2,2,0,0,1,0,0,0,0,2,21,4,1,52,1,5,1200,60,8,4,0,0,1,0,0,0,0,0,0,0,1,0,2
217,1,1,30,2,1,1,4,2,3,2,2,0,0,1,0,0,0,0,2,14.79,4,1,26.43,1,5,12642,76,12,5,0,0,1,0,0,0,0,0,0,0,0,1,8
218,1,2,37,2,1,1,10,3,3,1,1,1,0,0,0,0,0,0,3,20,3,1,100,2,5,20,76,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
219,1,1,33,2,1,1,3,2,3,2,1,1,0,0,0,0,0,0,3,20.58,3,1,60.79,1,6,12642,76,12,5,1,0,0,0,0,0,0,0,0,0,0,1,2
220,1,2,29,2,2,1,20,1,3,1,0,0,1,0,0,0,0,0,1,8,3,1,52,1,1,12642,90,3,2,0,1,0,0,0,0,0,0,1,0,0,0,3
221,1,1,50,2,1,1,4,2,3,2,4,1,1,0,0,0,0,0,3,20.33,3,1,50,1,1,12642,60,5,1,1,1,0,0,0,0,0,1,0,0,0,0,4
222,1,2,25,2,1,3,99,1,3,2,1,0,0,1,0,0,0,0,2,9,4,1,30,2,3,1050,20,12,5,0,0,1,0,0,0,0,0,0,0,0,1,8
223,1,4,23,1,1,3,365,1,1,2,1,0,1,0,0,0,0,0,1,18.83,3,1,53.17,1,5,6595,80,8,5,0,1,0,0,0,0,0,0,0,0,0,1,3
224,1,1,20,2,1,1,15,1,3,2,1,0,0,1,0,0,0,0,2,20.92,3,1,36,2,3,1050,30,12,5,0,0,1,0,0,0,0,0,0,0,0,1,8
225,1,2,27,2,1,1,5,2,1,2,1,1,0,0,0,0,0,0,3,20.33,3,1,29.12,2,5,6595,56,12,5,1,0,0,0,0,0,0,0,0,0,0,1,8
226,1,2,22,2,1,1,8,4,6,2,1,1,0,0,0,0,0,0,1,20.5,3,1,40,1,4,1200,390,8,5,1,0,0,0,0,0,0,0,0,0,0,1,2
227,1,2,62,2,1,1,3,6,3,1,1,1,0,0,0,0,0,0,1,20,3,1,48.34,1,9,12642,76,9,5,1,0,0,0,0,0,0,0,0,0,0,1,1
228,1,4,53,2,1,1,7,4,3,1,1,1,0,0,0,0,0,0,3,17.36,4,1,50,1,1,12642,90,2,1,1,0,0,0,0,0,0,1,0,0,0,0,2
229,1,1,41,2,1,1,4,3,3,1,1,1,0,0,0,0,0,0,3,20.33,3,1,60.79,1,5,12642,76,12,1,1,0,0,0,0,0,0,1,0,0,0,0,2
230,1,4,52,2,1,1,7,4,1,1,1,1,0,0,0,0,0,0,3,17.36,4,1,50,1,1,6595,90,7,1,1,0,0,0,0,0,0,1,0,0,0,0,2
231,1,2,60,2,1,1,3,4,3,1,1,1,0,0,0,0,0,0,1,20.17,3,1,48.34,1,5,12642,120,9,5,1,0,0,0,0,0,0,0,0,0,0,1,1
232,1,4,41,2,1,1,4,3,3,2,3,1,1,1,0,0,0,0,3,20.75,3,1,20,3,2,12642,76,12,5,1,1,1,0,0,0,0,0,0,0,0,1,8
233,1,4,45,1,1,2,14,2,2,2,6,0,1,1,0,0,0,0,1,20,3,1,34,1,2,3175,39,5,4,0,1,1,0,0,0,0,0,0,0,1,0,3
234,1,2,37,1,1,1,10,5,1,2,3,1,0,0,0,0,0,0,3,8.33,4,1,40,1,1,6595,50,1,2,1,0,0,0,0,0,0,0,1,0,0,0,3
235,1,2,22,1,1,3,180,0,1,2,0,0,0,0,0,0,0,1,1,20,3,1,48.34,2,5,6595,56,8,4,0,0,0,0,0,0,1,0,0,0,1,0,3
236,1,2,25,2,1,3,730,0,1,2,0,0,0,0,0,0,0,1,2,21,4,1,27.12,1,5,4000,40,8,4,0,0,0,0,0,0,1,0,0,0,1,0,2
237,1,1,27,2,1,1,6,2,1,1,0,1,0,0,0,0,0,0,4,18.08,3,1,134.57,1,2,11000,30,2,5,1,0,0,0,0,0,0,0,0,0,0,1,3
238,1,2,33,2,1,1,4,4,1,2,1,1,0,0,0,0,0,0,3,20.33,3,1,29.12,1,6,15000,60,2,4,1,0,0,0,0,0,0,0,0,0,1,0,2
239,1,3,43,2,1,1,5,7,1,2,2,1,0,0,0,0,0,0,3,8.07,3,1,70,1,1,6595,56,7,4,1,0,0,0,0,0,0,0,0,0,1,0,2
240,2,2,44,1,3,1,10,1,3,2,3,0,0,1,0,0,0,0,2,15.5,2,1,70,1,1,7850,60,7,5,0,0,1,0,0,0,0,0,0,0,0,1,3
241,2,2,45,2,1,1,7,0,8,2,4,0,0,1,0,0,0,0,2,15.5,2,1,70,1,1,20314,60,12,5,0,0,1,0,0,0,0,0,0,0,0,1,7
242,2,3,58,2,1,1,10,1,8,2,5,0,0,1,0,0,0,0,2,14.5,2,1,23,1,2,17000,40,9,4,0,0,1,0,0,0,0,0,0,0,1,0,1
243,2,4,20,1,2,3,50,2,1,2,2,0,1,0,0,0,0,0,1,19.83,3,3,67,2,5,1650,40,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1
244,2,2,32,1,1,2,90,1,4,2,2,0,1,0,0,0,0,0,1,16,2,1,30,1,2,8400,80,12,5,0,1,0,0,0,0,0,0,0,0,0,1,8
246,2,4,26,1,2,3,50,0,8,2,1,0,1,0,0,0,0,0,1,19.75,3,1,30,1,6,10000,40,8,4,0,1,0,0,0,0,0,0,0,0,1,0,1
247,2,4,40,1,1,2,120,7,5,2,6,0,1,0,0,0,0,0,1,19.92,3,2,89,1,1,25787,30,2,5,0,1,0,0,0,0,0,0,0,0,0,1,6
248,2,4,19,2,5,1,4,1,8,2,3,0,0,1,0,0,0,0,1,19.75,3,1,55.25,1,3,5000,60,8,4,0,0,1,0,0,0,0,0,0,0,1,0,4
249,2,4,27,2,2,1,5,2,8,2,2,1,1,0,0,0,0,0,1,19.75,3,1,86,1,2,22800,60,2,4,1,1,0,0,0,0,0,0,0,0,1,0,3
250,2,2,60,2,1,3,365,0,8,2,2,0,0,1,0,0,0,0,2,20,3,1,36.22,1,2,20000,40,9,3,0,0,1,0,0,0,0,0,0,1,0,0,8
251,2,4,45,1,2,2,4,0,8,2,7,0,1,1,0,0,0,0,1,19.5,3,1,87,1,2,20600,30,5,4,0,1,1,0,0,0,0,0,0,0,1,0,8
252,2,1,37,1,3,2,4,1,8,2,2,0,0,0,0,0,1,0,2,19,3,1,70,1,1,20314,90,1,5,0,0,0,0,0,1,0,0,0,0,0,1,8
253,2,4,55,1,1,2,3,0,1,2,5,0,1,0,0,0,0,0,1,19.75,3,1,50,1,1,5866,60,1,1,0,1,0,0,0,0,0,1,0,0,0,0,5
254,2,4,23,2,2,1,7,1,8,2,0,0,1,0,0,0,0,0,1,19.33,3,1,24,1,5,2000,30,2,4,0,1,0,0,0,0,0,0,0,0,1,0,3
256,2,4,62,1,1,1,9,1,1,2,1,0,0,1,0,0,0,0,2,19.25,3,1,20,1,5,4000,60,10,4,0,0,1,0,0,0,0,0,0,0,1,0,3
257,2,4,60,2,1,1,9,1,1,2,2,0,1,0,0,0,0,0,2,19.25,3,1,20,1,5,4000,60,9,2,0,1,0,0,0,0,0,0,1,0,0,0,3
258,2,2,25,1,1,1,365,4,1,2,2,1,0,0,0,0,0,0,2,16.67,3,1,36.22,1,1,5866,40,8,5,1,0,0,0,0,0,0,0,0,0,0,1,7
260,2,1,50,2,1,1,5,1,8,2,5,0,0,1,0,0,0,0,2,16.5,2,1,40,1,2,23500,30,9,1,0,0,1,0,0,0,0,1,0,0,0,0,5
261,2,2,53,1,5,2,3,4,1,2,4,1,1,1,0,0,0,0,2,16.25,2,1,35,1,2,15000,60,1,5,1,1,1,0,0,0,0,0,0,0,0,1,3
263,2,2,17,1,1,3,7,1,8,2,1,0,1,0,0,0,0,0,1,16,2,1,52.93,1,1,20314,60,12,5,0,1,0,0,0,0,0,0,0,0,0,1,8
264,2,2,21,2,1,1,30,0,3,2,2,0,1,0,0,0,0,0,1,16,2,1,52.93,1,6,12000,90,8,2,0,1,0,0,0,0,0,0,1,0,0,0,3
265,2,1,43,1,5,1,5,4,8,2,5,1,0,0,0,0,0,0,1,16.25,2,1,37,1,2,14400,60,6,5,1,0,0,0,0,0,0,0,0,0,0,1,8
267,2,2,50,1,1,2,3,0,8,2,10,1,0,0,0,0,0,0,2,20,3,2,50,1,2,50000,60,5,5,1,0,0,0,0,0,0,0,0,0,0,1,5
268,2,2,20,1,1,1,4,0,3,2,1,0,0,1,0,0,0,0,2,20,3,1,50,1,5,2000,40,8,5,0,0,1,0,0,0,0,0,0,0,0,1,2
269,2,2,28,2,1,1,3,1,1,2,4,0,0,1,0,0,0,0,2,17.83,2,1,50,1,1,5866,40,2,1,0,0,1,0,0,0,0,1,0,0,0,0,4
270,2,2,32,1,1,2,5,1,8,2,3,0,0,1,0,0,0,0,2,20,3,1,70,1,8,25000,60,2,2,0,0,1,0,0,0,0,0,1,0,0,0,4
271,2,2,39,2,3,1,99,2,1,2,3,0,0,1,0,0,0,0,2,20,3,1,35,1,2,14000,30,2,2,0,0,1,0,0,0,0,0,1,0,0,0,4
272,2,1,19,1,1,3,2,2,1,2,3,0,0,0,0,0,1,0,2,19,3,1,33.48,1,2,20000,60,8,5,0,0,0,0,0,1,0,0,0,0,0,1,3
273,2,1,50,1,3,2,4,34,2,1,2,0,0,1,0,1,0,0,2,20.5,3,1,30,1,5,1250,50,5,2,0,0,1,0,1,0,0,0,1,0,0,0,3
274,2,2,40,2,4,1,99,2,1,2,4,1,0,0,0,0,0,0,2,20.02,3,1,36.22,1,2,23000,60,11,2,1,0,0,0,0,0,0,0,1,0,0,0,3
275,2,2,35,1,3,2,3,1,8,2,15,0,0,1,0,0,0,0,2,20.25,3,1,90,1,2,27000,70,1,1,0,0,1,0,0,0,0,1,0,0,0,0,5
276,2,2,23,1,1,1,7,0,1,2,1,0,0,1,0,0,0,0,2,19.5,3,1,30,1,5,1500,30,8,5,0,0,1,0,0,0,0,0,0,0,0,1,1
277,2,2,27,1,1,2,7,1,1,2,2,0,0,1,0,0,0,0,2,20.08,3,1,40,1,5,1500,20,2,1,0,0,1,0,0,0,0,1,0,0,0,0,2
279,2,4,48,1,1,2,7,4,8,2,10,0,1,0,0,0,0,0,1,19.33,3,1,78,2,6,50300,50,2,5,0,1,0,0,0,0,0,0,0,0,0,1,4
280,2,2,26,1,3,1,5,1,1,2,2,0,0,0,1,0,0,0,2,16.67,3,1,40,1,5,1200,40,2,2,0,0,0,1,0,0,0,0,1,0,0,0,5
281,2,2,30,2,1,4,7,1,2,2,3,0,1,0,0,0,0,0,1,16,2,1,42,1,1,10000,40,8,5,0,1,0,0,0,0,0,0,0,0,0,1,2
282,2,2,32,1,1,2,7,1,1,2,6,0,1,0,0,0,0,0,1,16,2,1,42,1,1,10000,40,2,5,0,1,0,0,0,0,0,0,0,0,0,1,2
283,2,1,36,1,1,2,3,0,1,2,2,0,0,0,1,0,0,0,2,16.92,2,1,33.48,1,2,12000,20,5,1,0,0,0,1,0,0,0,1,0,0,0,0,6
284,2,1,34,2,1,4,365,0,8,2,5,0,1,0,0,1,0,0,1,16.25,2,1,48.05,1,11,75000,60,12,5,0,1,0,0,1,0,0,0,0,0,0,1,4
285,2,1,49,2,1,1,4,1,8,2,0,0,0,1,0,0,0,0,2,16.33,2,1,33.48,1,1,20314,40,1,5,0,0,1,0,0,0,0,0,0,0,0,1,8
286,2,2,30,1,1,2,100,1,3,2,4,0,1,0,0,0,0,0,1,16,2,1,40,1,3,2800,4,1,5,0,1,0,0,0,0,0,0,0,0,0,1,3
287,2,2,60,2,1,1,2,1,5,2,2,0,0,1,0,0,0,0,2,15.5,2,1,36.22,2,8,60000,180,11,5,0,0,1,0,0,0,0,0,0,0,0,1,2
288,2,2,35,1,1,1,7,0,2,2,4,0,0,1,0,0,0,0,2,20.08,3,2,64,2,2,3300,20,12,2,0,0,1,0,0,0,0,0,1,0,0,0,1
289,2,4,40,1,1,4,99,1,8,2,5,0,1,0,0,0,0,0,1,19.67,3,1,26,1,2,23000,30,2,5,0,1,0,0,0,0,0,0,0,0,0,1,4
290,2,1,44,2,1,2,7,28,8,2,12,0,0,1,0,0,0,0,2,19,3,2,58,1,1,20000,30,7,1,0,0,1,0,0,0,0,1,0,0,0,0,6
291,2,2,40,2,1,1,3,11,1,2,0,1,0,0,0,0,0,0,2,17.67,2,1,36.22,1,1,5866,45,9,5,1,0,0,0,0,0,0,0,0,0,0,1,2
292,2,1,68,1,3,2,8,2,8,2,2,0,1,1,0,0,0,0,2,19,3,1,33.48,1,3,10000,50,5,1,0,1,1,0,0,0,0,1,0,0,0,0,4
293,2,1,55,1,1,2,365,1,8,2,20,0,1,0,1,0,0,0,1,16.25,2,2,100,1,10,98000,50,1,1,0,1,0,1,0,0,0,1,0,0,0,0,7
294,2,3,28,1,1,1,3,3,1,2,4,1,0,0,0,0,0,0,3,11,1,1,30,1,3,1050,20,2,4,1,0,0,0,0,0,0,0,0,0,1,0,3
295,2,1,37,2,1,4,2,0,1,1,1,1,0,0,0,0,0,0,1,9.5,1,1,50,1,5,1550,90,1,4,1,0,0,0,0,0,0,0,0,0,1,0,2
296,2,2,30,2,2,1,7,1,1,2,1,0,1,0,0,0,0,0,1,13.5,2,1,34,1,5,1500,60,2,5,0,1,0,0,0,0,0,0,0,0,0,1,1
297,2,4,47,1,1,2,10,8,3,2,2,0,1,0,0,0,0,0,1,12.5,2,1,55.25,1,1,7850,90,2,4,0,1,0,0,0,0,0,0,0,0,1,0,3
298,2,2,53,1,1,2,180,1,1,2,3,0,1,0,0,0,0,0,1,16,2,1,30,1,3,1000,60,2,5,0,1,0,0,0,0,0,0,0,0,0,1,2
299,2,3,60,2,1,1,3,3,1,2,1,0,1,0,0,0,0,0,3,10.5,1,1,30,1,3,5866,40,7,4,0,1,0,0,0,0,0,0,0,0,1,0,1
300,2,4,66,1,1,2,90,1,1,2,2,0,0,1,0,0,0,0,2,12.67,2,2,60,1,1,5866,20,12,3,0,0,1,0,0,0,0,0,0,1,0,0,5
301,2,1,72,2,1,1,4,1,6,1,0,0,1,0,0,0,0,0,1,16.25,2,1,45.9,1,1,23000,150,9,4,0,1,0,0,0,0,0,0,0,0,1,0,1
302,2,4,32,1,1,1,6,2,3,2,1,1,0,0,0,0,0,0,3,13.83,2,1,35,1,6,8800,7,5,4,1,0,0,0,0,0,0,0,0,0,1,0,2
303,2,4,22,2,2,2,30,7,2,2,6,0,1,0,0,0,0,0,1,12.5,2,1,55.25,1,1,4850,30,3,5,0,1,0,0,0,0,0,0,0,0,0,1,8
304,2,4,28,2,1,1,6,2,3,2,1,1,0,0,0,0,0,0,3,13.83,2,1,35,1,6,8800,80,9,4,1,0,0,0,0,0,0,0,0,0,1,0,2
305,2,4,30,2,3,3,99,1,2,2,1,0,0,1,0,0,0,0,2,12.08,2,1,53,1,1,4850,20,8,4,0,0,1,0,0,0,0,0,0,0,1,0,1
307,2,1,23,1,1,2,1,1,1,2,4,0,0,1,0,0,0,0,2,9,1,1,40,1,1,5866,60,8,1,0,0,1,0,0,0,0,1,0,0,0,0,8
308,2,4,51,1,5,1,8,4,7,2,6,1,0,0,0,0,0,0,4,9.42,1,1,11,1,6,20000,120,1,1,1,0,0,0,0,0,0,1,0,0,0,0,5
